Geo_FIPS,Geo_GEOID,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_FILEID,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_PLACESE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_BTTR,Geo_BTBG,Geo_PUMA5,Geo_PUMA1,SE_T002_001,SE_T002_002,SE_T002_003,SE_T013_001,SE_T013_002,SE_T013_003,SE_T013_004,SE_T013_005,SE_T013_006,SE_T013_007,SE_T013_008,SE_T014_001,SE_T014_002,SE_T014_003,SE_T014_004,SE_T014_005,SE_T014_006,SE_T014_007,SE_T014_008,SE_T014_009,SE_T014_010,SE_T014_011,SE_T014_012,SE_T014_013,SE_T014_014,SE_T014_015,SE_T014_016,SE_T014_017,SE_T215_001,SE_T215_002,SE_T215_003,SE_T215_004,SE_T215_005,SE_T215_006,SE_T215_007,SE_T215_008,SE_T215_009,SE_T215_010,SE_T104_001,SE_T236_001,SE_T236_002,SE_T236_003,SE_T236_004,SE_T236_005,SE_T236_006,SE_T236_007,SE_T236_008,SE_T236_009,SE_T236_010,SE_T236_011,SE_T145_001,SE_T145_002,SE_T145_003,SE_T145_004,SE_T145_005
"06001405000","14000US06001405000","Census Tract 4050, Alameda County, California","Census Tract 4050, Alameda County, California","ca","140","00","ACSSF","0002747",,,,,"06","001",,,,"405000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3248,10510.38,0.309027686614764,3248,2209,360,11,394,0,74,200,3248,2998,2108,308,4,386,0,0,192,250,101,52,7,8,0,74,8,553,0,87,189,95,16,21,57,23,65,1522,553,58,14,21,41,129,217,16,27,22,8,3239,212,3027,769,2642
"06001405100","14000US06001405100","Census Tract 4051, Alameda County, California","Census Tract 4051, Alameda County, California","ca","140","00","ACSSF","0002748",,,,,"06","001",,,,"405100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4265,8791.107,0.48514935204333,4265,2809,683,0,445,0,49,279,4265,4129,2730,683,0,445,0,10,261,136,79,0,0,0,0,39,18,150,4,22,62,32,0,0,30,0,0,1428,150,0,0,0,9,75,17,16,8,21,4,4265,14,4251,1004,3850
"06001405200","14000US06001405200","Census Tract 4052, Alameda County, California","Census Tract 4052, Alameda County, California","ca","140","00","ACSSF","0002749",,,,,"06","001",,,,"405200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5099,15389.83,0.331322770607431,5099,2033,742,56,1397,67,231,573,5099,4255,1693,551,45,1397,67,0,502,844,340,191,11,0,0,231,71,1767,17,695,354,316,76,174,89,23,23,1368,1767,14,11,97,319,587,563,131,16,0,29,5099,196,4903,1380,3935
"06001405301","14000US06001405301","Census Tract 4053.01, Alameda County, California","Census Tract 4053.01, Alameda County, California","ca","140","00","ACSSF","0002750",,,,,"06","001",,,,"405301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2899,32967.18,0.0879359286606733,2899,1406,733,5,418,7,172,158,2899,2556,1263,733,5,410,7,0,138,343,143,0,0,8,0,172,20,1349,50,488,294,183,79,48,114,42,51,1278,1349,0,44,107,146,653,249,106,27,17,0,2899,216,2683,849,2182
"06001405302","14000US06001405302","Census Tract 4053.02, Alameda County, California","Census Tract 4053.02, Alameda County, California","ca","140","00","ACSSF","0002751",,,,,"06","001",,,,"405302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2616,33243.91,0.0786910981826943,2616,905,380,13,850,0,256,212,2616,2090,682,321,13,850,0,31,193,526,223,59,0,0,0,225,19,1426,38,374,315,116,194,66,134,153,36,950,1426,203,29,223,361,308,96,62,129,9,6,2616,321,2295,992,1568
"06001405401","14000US06001405401","Census Tract 4054.01, Alameda County, California","Census Tract 4054.01, Alameda County, California","ca","140","00","ACSSF","0002752",,,,,"06","001",,,,"405401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4087,33718.6,0.121209055794853,4087,957,733,52,1536,0,651,158,4087,3076,686,710,13,1536,0,33,98,1011,271,23,39,0,0,618,60,1448,109,428,312,189,128,138,82,62,0,993,1448,28,39,196,469,563,115,15,0,0,23,4062,945,3117,1784,1528
"06001405402","14000US06001405402","Census Tract 4054.02, Alameda County, California","Census Tract 4054.02, Alameda County, California","ca","140","00","ACSSF","0002753",,,,,"06","001",,,,"405402",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3239,29396.93,0.110181591574942,3239,500,964,45,1268,171,162,129,3239,2790,309,928,7,1268,171,0,107,449,191,36,38,0,0,162,22,1024,34,231,299,268,105,16,52,9,10,1138,1024,18,16,120,179,428,143,61,0,0,59,3170,501,2669,1618,1115
"06001405500","14000US06001405500","Census Tract 4055, Alameda County, California","Census Tract 4055, Alameda County, California","ca","140","00","ACSSF","0002754",,,,,"06","001",,,,"405500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4104,25816.78,0.158966373589376,4104,1044,763,58,1816,0,149,274,4104,3617,841,738,10,1816,0,0,212,487,203,25,48,0,0,149,62,1311,47,479,236,262,51,89,97,31,19,1128,1311,31,22,190,233,593,114,79,23,14,12,4104,470,3634,1740,2131
"06001405600","14000US06001405600","Census Tract 4056, Alameda County, California","Census Tract 4056, Alameda County, California","ca","140","00","ACSSF","0002755",,,,,"06","001",,,,"405600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3148,19015.34,0.165550573979493,3148,1350,547,3,871,0,180,197,3148,2473,914,547,3,871,0,11,127,675,436,0,0,0,0,169,70,948,53,302,217,142,73,59,92,6,4,1185,948,36,0,86,175,449,84,25,50,27,16,3148,407,2741,750,2155
"06001405700","14000US06001405700","Census Tract 4057, Alameda County, California","Census Tract 4057, Alameda County, California","ca","140","00","ACSSF","0002756",,,,,"06","001",,,,"405700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3701,17528.34,0.211143835415454,3701,766,1215,7,990,0,540,183,3701,2823,429,1196,7,990,0,56,145,878,337,19,0,0,0,484,38,1042,125,303,204,127,112,107,64,0,0,1044,1042,8,17,144,310,387,134,0,42,0,0,3701,588,3113,1418,1990
"06001405800","14000US06001405800","Census Tract 4058, Alameda County, California","Census Tract 4058, Alameda County, California","ca","140","00","ACSSF","0002757",,,,,"06","001",,,,"405800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4237,21141.88,0.20040787833766,4237,896,1029,46,1800,12,249,205,4237,3374,464,1018,33,1784,12,0,63,863,432,11,13,16,0,249,142,843,102,168,193,188,59,96,13,24,0,1179,843,0,6,57,172,383,121,48,19,0,37,4237,635,3602,2083,1751
"06001405901","14000US06001405901","Census Tract 4059.01, Alameda County, California","Census Tract 4059.01, Alameda County, California","ca","140","00","ACSSF","0002758",,,,,"06","001",,,,"405901",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4293,24567.2,0.174745211174724,4293,609,900,178,1681,0,916,9,4293,2727,121,804,17,1681,0,104,0,1566,488,96,161,0,0,812,9,715,32,178,136,268,9,30,25,37,0,928,715,35,114,138,123,187,105,0,0,0,13,4293,869,3424,2208,1399
"06001405902","14000US06001405902","Census Tract 4059.02, Alameda County, California","Census Tract 4059.02, Alameda County, California","ca","140","00","ACSSF","0002759",,,,,"06","001",,,,"405902",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3170,16849.17,0.188139867829503,3170,518,316,31,1571,74,517,143,3170,2256,189,301,22,1571,74,25,74,914,329,15,9,0,0,492,69,678,70,128,121,111,48,64,97,26,13,968,678,29,78,72,184,186,94,14,4,0,17,3156,645,2511,1581,1144
"06001406000","14000US06001406000","Census Tract 4060, Alameda County, California","Census Tract 4060, Alameda County, California","ca","140","00","ACSSF","0002760",,,,,"06","001",,,,"406000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3447,4225.859,0.81569219625728,3447,889,614,22,1602,0,228,92,3447,3100,786,614,22,1602,0,0,76,347,103,0,0,0,0,228,16,1289,46,247,232,275,44,138,187,111,9,745,1289,168,168,282,30,254,151,146,19,0,71,3447,430,3017,1764,1511
"06001406100","14000US06001406100","Census Tract 4061, Alameda County, California","Census Tract 4061, Alameda County, California","ca","140","00","ACSSF","0002761",,,,,"06","001",,,,"406100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4835,6792.087,0.711857738337012,4835,1818,416,142,619,30,1684,126,4835,1862,692,416,12,589,30,0,123,2973,1126,0,130,30,0,1684,3,1033,29,232,403,101,99,38,90,41,0,1343,1033,67,35,36,139,379,215,63,62,11,26,4835,1129,3706,1716,2228
"06001406201","14000US06001406201","Census Tract 4062.01, Alameda County, California","Census Tract 4062.01, Alameda County, California","ca","140","00","ACSSF","0002762",,,,,"06","001",,,,"406201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4296,27266.11,0.157558258957184,4296,1176,702,14,999,131,880,394,4296,2394,328,702,14,985,131,46,188,1902,848,0,0,14,0,834,206,1091,43,389,291,232,41,39,39,17,0,997,1091,47,8,232,255,389,104,35,6,0,15,4247,719,3528,1881,1949
"06001406202","14000US06001406202","Census Tract 4062.02, Alameda County, California","Census Tract 4062.02, Alameda County, California","ca","140","00","ACSSF","0002763",,,,,"06","001",,,,"406202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4674,30867.23,0.151422709294406,4674,2277,500,339,397,0,830,331,4674,1688,440,469,171,397,0,0,211,2986,1837,31,168,0,0,830,120,1163,63,284,319,209,97,58,74,44,15,987,1163,35,44,189,322,359,86,96,0,0,32,4479,1368,3111,2042,1258
"06001406300","14000US06001406300","Census Tract 4063, Alameda County, California","Census Tract 4063, Alameda County, California","ca","140","00","ACSSF","0002764",,,,,"06","001",,,,"406300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4148,22117.1,0.187547200990893,4148,1071,656,6,1659,0,473,283,4148,2854,444,656,6,1659,0,0,89,1294,627,0,0,0,0,473,194,774,19,217,112,171,8,88,108,28,23,1062,774,88,48,97,103,264,140,22,0,12,0,4148,552,3596,2156,1619
"06001406400","14000US06001406400","Census Tract 4064, Alameda County, California","Census Tract 4064, Alameda County, California","ca","140","00","ACSSF","0002765",,,,,"06","001",,,,"406400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2218,11773.81,0.188384270506273,2218,758,633,16,536,0,133,142,2218,1859,613,577,0,536,0,0,133,359,145,56,16,0,0,133,9,436,9,72,43,107,28,21,40,61,55,1370,436,9,25,37,31,147,70,63,0,41,13,2104,239,1865,988,1121
"06001406500","14000US06001406500","Census Tract 4065, Alameda County, California","Census Tract 4065, Alameda County, California","ca","140","00","ACSSF","0002766",,,,,"06","001",,,,"406500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6574,22853.12,0.287663108863825,6574,1853,1233,107,1505,12,1574,290,6574,3370,513,1093,0,1479,12,6,267,3204,1340,140,107,26,0,1568,23,1430,8,409,300,304,197,106,64,14,28,1152,1430,40,13,56,364,685,233,29,0,0,10,6574,1134,5440,2486,3390
"06001406601","14000US06001406601","Census Tract 4066.01, Alameda County, California","Census Tract 4066.01, Alameda County, California","ca","140","00","ACSSF","0002767",,,,,"06","001",,,,"406601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4835,16754.76,0.288574696098978,4835,1053,1425,22,1079,5,652,599,4835,3548,527,1395,19,1079,5,0,523,1287,526,30,3,0,0,652,76,885,21,235,220,161,45,134,30,11,28,1361,885,0,26,77,98,384,230,63,7,0,0,4835,369,4466,1951,2784
"06001406602","14000US06001406602","Census Tract 4066.02, Alameda County, California","Census Tract 4066.02, Alameda County, California","ca","140","00","ACSSF","0002768",,,,,"06","001",,,,"406602",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2767,17280.16,0.160125838420873,2767,787,543,39,1013,7,279,99,2767,2068,482,489,23,1013,7,0,54,699,305,54,16,0,0,279,45,662,4,146,175,168,52,36,69,6,6,1085,662,16,38,86,108,256,94,17,15,0,32,2767,542,2225,786,1559
"06001406700","14000US06001406700","Census Tract 4067, Alameda County, California","Census Tract 4067, Alameda County, California","ca","140","00","ACSSF","0002769",,,,,"06","001",,,,"406700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4969,7643.549,0.650090656790688,4969,2961,566,21,858,0,305,258,4969,4301,2615,566,21,858,0,0,241,668,346,0,0,0,0,305,17,829,131,141,192,109,30,45,135,28,18,1334,829,77,104,41,80,196,131,105,28,32,35,4947,198,4749,1353,3930
"06001406800","14000US06001406800","Census Tract 4068, Alameda County, California","Census Tract 4068, Alameda County, California","ca","140","00","ACSSF","0002770",,,,,"06","001",,,,"406800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3483,9885.646,0.352329045539979,3483,1681,405,37,810,24,185,341,3483,2983,1457,405,37,810,0,0,274,500,224,0,0,0,24,185,67,449,9,174,100,66,0,20,72,8,0,1386,449,0,40,43,72,76,69,104,0,37,8,3477,154,3323,956,2712
"06001406900","14000US06001406900","Census Tract 4069, Alameda County, California","Census Tract 4069, Alameda County, California","ca","140","00","ACSSF","0002771",,,,,"06","001",,,,"406900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3989,11832.71,0.337116233743168,3989,1784,793,36,752,21,217,386,3989,3435,1452,793,36,752,21,38,343,554,332,0,0,0,0,179,43,757,58,178,208,116,26,61,110,0,0,1410,757,8,102,37,24,241,225,52,15,19,34,3989,261,3728,1094,3017
"06001407000","14000US06001407000","Census Tract 4070, Alameda County, California","Census Tract 4070, Alameda County, California","ca","140","00","ACSSF","0002772",,,,,"06","001",,,,"407000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5902,17714.07,0.333181466477837,5902,1298,1108,22,1997,0,1098,379,5902,4118,768,1092,22,1997,0,0,239,1784,530,16,0,0,0,1098,140,1084,33,171,279,359,65,60,116,1,0,1259,1084,0,81,186,134,407,254,22,0,0,0,5772,1123,4649,2066,2833
"06001407101","14000US06001407101","Census Tract 4071.01, Alameda County, California","Census Tract 4071.01, Alameda County, California","ca","140","00","ACSSF","0002773",,,,,"06","001",,,,"407101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3538,24709.92,0.143181358369228,3538,1164,508,18,851,0,825,172,3538,1858,347,460,18,851,0,10,172,1680,817,48,0,0,0,815,0,661,72,152,151,86,28,13,134,25,0,1024,661,20,34,70,165,222,60,43,0,0,47,3538,728,2810,1621,1451
"06001407102","14000US06001407102","Census Tract 4071.02, Alameda County, California","Census Tract 4071.02, Alameda County, California","ca","140","00","ACSSF","0002774",,,,,"06","001",,,,"407102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4296,16836.45,0.255160641670927,4296,1736,867,45,724,154,589,181,4296,2247,413,845,0,706,143,0,140,2049,1323,22,45,18,11,589,41,677,14,146,194,115,77,65,66,0,0,1130,677,56,25,46,125,266,123,11,0,25,0,4280,739,3541,1871,2030
"06001407200","14000US06001407200","Census Tract 4072, Alameda County, California","Census Tract 4072, Alameda County, California","ca","140","00","ACSSF","0002775",,,,,"06","001",,,,"407200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6616,23963.16,0.276090468372826,6616,2639,687,160,957,19,1932,222,6616,2066,439,543,26,940,0,20,98,4550,2200,144,134,17,19,1912,124,1426,99,365,395,285,73,40,36,87,46,1013,1426,70,82,190,340,538,160,7,10,0,29,6556,1983,4573,2903,2099
"06001407300","14000US06001407300","Census Tract 4073, Alameda County, California","Census Tract 4073, Alameda County, California","ca","140","00","ACSSF","0002776",,,,,"06","001",,,,"407300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2501,2732.091,0.915416210422597,2501,1180,266,0,361,18,547,129,2501,1159,434,266,0,345,18,0,96,1342,746,0,0,16,0,547,33,530,12,120,144,167,45,24,8,10,0,1503,530,0,0,44,80,140,184,35,0,47,0,2501,534,1967,870,1223
"06001407400","14000US06001407400","Census Tract 4074, Alameda County, California","Census Tract 4074, Alameda County, California","ca","140","00","ACSSF","0002777",,,,,"06","001",,,,"407400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4452,22543.17,0.197487787588205,4452,1048,761,6,509,0,1912,216,4452,1486,176,723,0,499,0,0,88,2966,872,38,6,10,0,1912,128,826,16,315,164,151,80,37,51,12,0,1064,826,43,11,103,183,342,83,16,0,0,45,4452,733,3719,1846,2013
"06001407500","14000US06001407500","Census Tract 4075, Alameda County, California","Census Tract 4075, Alameda County, California","ca","140","00","ACSSF","0002778",,,,,"06","001",,,,"407500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4201,22002.62,0.190931772656862,4201,1100,1502,45,104,0,1120,330,4201,2147,257,1491,20,104,0,0,275,2054,843,11,25,0,0,1120,55,924,137,270,199,169,53,19,61,6,10,949,924,21,58,128,301,243,129,0,0,0,44,4139,841,3298,2096,1448
"06001407600","14000US06001407600","Census Tract 4076, Alameda County, California","Census Tract 4076, Alameda County, California","ca","140","00","ACSSF","0002779",,,,,"06","001",,,,"407600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6398,16202.75,0.394871327589163,6398,1315,2690,0,854,25,934,580,6398,4583,749,2590,0,854,25,0,365,1815,566,100,0,0,0,934,215,996,36,292,191,242,80,72,70,13,0,952,996,150,23,162,145,150,212,82,9,0,63,6393,722,5671,2571,3588
"06001407700","14000US06001407700","Census Tract 4077, Alameda County, California","Census Tract 4077, Alameda County, California","ca","140","00","ACSSF","0002780",,,,,"06","001",,,,"407700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4323,12187.77,0.354699712894423,4323,1596,2093,9,186,30,137,272,4323,3775,1249,2064,0,186,30,10,236,548,347,29,9,0,0,127,36,505,0,55,202,68,93,61,26,0,0,2016,505,0,0,6,105,57,64,156,67,19,31,4318,278,4040,1626,3048
"06001407800","14000US06001407800","Census Tract 4078, Alameda County, California","Census Tract 4078, Alameda County, California","ca","140","00","ACSSF","0002781",,,,,"06","001",,,,"407800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2719,5703.59,0.476717266643706,2719,945,831,0,487,0,184,272,2719,2271,780,822,0,487,0,2,180,448,165,9,0,0,0,182,92,253,14,43,73,36,20,18,27,5,17,1048,253,5,20,61,20,75,19,16,16,0,21,2719,196,2523,541,2215
"06001407900","14000US06001407900","Census Tract 4079, Alameda County, California","Census Tract 4079, Alameda County, California","ca","140","00","ACSSF","0002782",,,,,"06","001",,,,"407900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3077,7250.855,0.424363742225833,3077,1461,563,0,513,42,153,345,3077,2698,1251,556,0,501,42,34,314,379,210,7,0,12,0,119,31,268,10,57,103,35,44,9,10,0,0,1632,268,0,0,0,9,111,53,61,0,34,0,3072,226,2846,704,2424
"06001408000","14000US06001408000","Census Tract 4080, Alameda County, California","Census Tract 4080, Alameda County, California","ca","140","00","ACSSF","0002783",,,,,"06","001",,,,"408000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2739,3627.378,0.755090757177253,2739,1452,455,13,515,6,140,158,2739,2419,1299,455,13,507,6,11,128,320,153,0,0,8,0,129,30,137,0,44,31,12,8,5,0,16,21,3159,137,0,5,0,7,7,0,5,20,70,23,2739,144,2595,528,2386
"06001408100","14000US06001408100","Census Tract 4081, Alameda County, California","Census Tract 4081, Alameda County, California","ca","140","00","ACSSF","0002784",,,,,"06","001",,,,"408100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6266,1816.209,3.45004339788447,6266,2559,1406,34,1430,0,343,494,6266,5566,2313,1406,34,1430,0,30,353,700,246,0,0,0,0,313,141,490,15,118,60,201,18,52,13,13,0,1806,490,0,0,0,82,46,170,54,43,69,26,6266,144,6122,1435,5783
"06001408200","14000US06001408200","Census Tract 4082, Alameda County, California","Census Tract 4082, Alameda County, California","ca","140","00","ACSSF","0002785",,,,,"06","001",,,,"408200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4162,11953.81,0.348173427830554,4162,1035,2149,96,185,61,288,348,4162,3489,784,2118,77,185,42,0,283,673,251,31,19,0,19,288,65,1005,55,248,265,193,141,27,19,57,0,1199,1005,9,34,6,161,515,161,40,58,12,9,4162,435,3727,1394,2791
"06001408300","14000US06001408300","Census Tract 4083, Alameda County, California","Census Tract 4083, Alameda County, California","ca","140","00","ACSSF","0002786",,,,,"06","001",,,,"408300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4939,8406.526,0.587519710516033,4939,1238,2083,19,404,43,791,361,4939,3906,1174,2075,0,404,43,22,188,1033,64,8,19,0,0,769,173,660,0,138,217,102,57,95,38,13,0,1079,660,50,73,54,120,149,122,31,52,0,9,4939,653,4286,1661,3412
"06001408400","14000US06001408400","Census Tract 4084, Alameda County, California","Census Tract 4084, Alameda County, California","ca","140","00","ACSSF","0002787",,,,,"06","001",,,,"408400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3129,14934.03,0.209521434076142,3129,964,1220,31,0,6,827,81,3129,1709,328,1210,31,0,0,94,46,1420,636,10,0,0,6,733,35,666,34,200,108,161,41,39,38,45,0,1222,666,14,34,29,75,314,152,38,0,0,10,3124,375,2749,1605,1422
"06001408500","14000US06001408500","Census Tract 4085, Alameda County, California","Census Tract 4085, Alameda County, California","ca","140","00","ACSSF","0002788",,,,,"06","001",,,,"408500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5747,17903.99,0.320989904200328,5747,714,1813,84,98,51,2667,320,5747,2243,103,1758,0,92,51,56,183,3504,611,55,84,6,0,2611,137,1098,35,311,236,254,139,63,49,0,11,1291,1098,10,0,103,164,435,329,51,6,0,0,5739,1136,4603,2560,2507
"06001408600","14000US06001408600","Census Tract 4086, Alameda County, California","Census Tract 4086, Alameda County, California","ca","140","00","ACSSF","0002789",,,,,"06","001",,,,"408600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6292,15352.91,0.40982467872438,6292,1594,2025,70,213,0,1924,466,6292,2775,230,2017,16,213,0,0,299,3517,1364,8,54,0,0,1924,167,1120,102,363,174,198,103,106,28,46,0,1142,1120,17,94,149,192,374,172,89,24,0,9,6277,1216,5061,2991,2504
"06001408700","14000US06001408700","Census Tract 4087, Alameda County, California","Census Tract 4087, Alameda County, California","ca","140","00","ACSSF","0002790",,,,,"06","001",,,,"408700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7758,17771.89,0.436532138372842,7758,2040,3348,0,119,0,1576,675,7758,3903,388,3191,0,119,0,0,205,3855,1652,157,0,0,0,1576,470,1543,37,409,481,280,116,60,31,108,21,1272,1543,0,37,167,183,504,510,76,33,0,33,7753,665,7088,4003,3935
"06001408800","14000US06001408800","Census Tract 4088, Alameda County, California","Census Tract 4088, Alameda County, California","ca","140","00","ACSSF","0002791",,,,,"06","001",,,,"408800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6348,13651.53,0.465002926654486,6348,1061,1900,33,338,245,2475,296,6348,2887,229,1900,15,338,245,0,160,3461,832,0,18,0,0,2475,136,1607,116,416,335,200,204,124,120,67,25,769,1607,322,223,265,143,358,265,8,0,0,23,6348,1261,5087,3628,2016
"06001408900","14000US06001408900","Census Tract 4089, Alameda County, California","Census Tract 4089, Alameda County, California","ca","140","00","ACSSF","0002792",,,,,"06","001",,,,"408900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3105,10022.25,0.309810701825646,3105,963,862,16,130,25,973,136,3105,1226,108,850,16,130,25,0,97,1879,855,12,0,0,0,973,39,664,34,127,212,119,44,16,28,42,42,1095,664,85,67,56,62,281,93,20,0,0,0,3105,744,2361,1558,1017
"06001409000","14000US06001409000","Census Tract 4090, Alameda County, California","Census Tract 4090, Alameda County, California","ca","140","00","ACSSF","0002793",,,,,"06","001",,,,"409000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3752,574.0598,6.53590518566109,3752,948,1310,62,149,51,1070,162,3752,1755,134,1310,0,149,51,6,105,1997,814,0,62,0,0,1064,57,533,19,187,115,113,46,12,23,11,7,1442,533,24,10,11,45,191,212,21,0,0,19,3752,514,3238,1562,2049
"06001409100","14000US06001409100","Census Tract 4091, Alameda County, California","Census Tract 4091, Alameda County, California","ca","140","00","ACSSF","0002794",,,,,"06","001",,,,"409100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2414,12745.35,0.189402421941723,2414,425,1019,0,115,164,458,233,2414,1444,41,933,0,115,164,0,191,970,384,86,0,0,0,458,42,240,0,36,85,73,28,1,13,4,0,1550,240,15,7,23,0,65,100,30,0,0,0,2414,327,2087,1258,960
"06001409200","14000US06001409200","Census Tract 4092, Alameda County, California","Census Tract 4092, Alameda County, California","ca","140","00","ACSSF","0002795",,,,,"06","001",,,,"409200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3583,12946.33,0.276758039033385,3583,498,1279,135,238,0,1113,320,3583,1879,141,1241,77,238,0,0,182,1704,357,38,58,0,0,1113,138,463,18,106,125,110,37,44,23,0,0,1301,463,0,0,45,80,183,121,23,0,0,11,3579,519,3060,1407,2002
"06001409300","14000US06001409300","Census Tract 4093, Alameda County, California","Census Tract 4093, Alameda County, California","ca","140","00","ACSSF","0002796",,,,,"06","001",,,,"409300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4986,11998.44,0.415554048899068,4986,1193,1486,82,89,14,1901,221,4986,1992,312,1473,0,89,14,0,104,2994,881,13,82,0,0,1901,117,876,128,250,136,183,46,61,38,13,21,1201,876,48,25,69,85,507,116,19,7,0,0,4970,790,4180,2330,2154
"06001409400","14000US06001409400","Census Tract 4094, Alameda County, California","Census Tract 4094, Alameda County, California","ca","140","00","ACSSF","0002797",,,,,"06","001",,,,"409400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4888,10098.7,0.484022705896707,4888,1333,1240,0,504,6,1702,103,4888,2028,257,1222,0,504,6,0,39,2860,1076,18,0,0,0,1702,64,772,17,126,402,100,46,16,49,0,16,1301,772,19,36,15,158,238,159,97,0,0,50,4869,856,4013,2452,1735
"06001409500","14000US06001409500","Census Tract 4095, Alameda County, California","Census Tract 4095, Alameda County, California","ca","140","00","ACSSF","0002798",,,,,"06","001",,,,"409500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4348,13460.56,0.32301771282338,4348,960,1316,20,85,0,1785,182,4348,1708,221,1221,7,85,0,7,167,2640,739,95,13,0,0,1778,15,808,21,210,294,129,90,16,30,18,0,1134,808,32,39,128,89,316,145,22,7,0,30,4348,898,3450,1993,1734
